Student_ID,Subject,Exam_Score,Homework_Completion_%,Teacher_Comments,Homework_Score,Final_Score
S07367,English,55,95,Look fast enjoy nation million stage describe hundred respond inside soldier too.,95.0,67.0
S07698,Science,92,-5,Score mother new consumer some agent he soldier money capital trade current.,5.0,65.89999999999999
S10845,Science,48,95,Wind final ask treatment side fast at.,95.0,62.099999999999994
S04348,Math,42,90,Down very you partner really happy present those.,90.0,56.4
S11650,Geography,70,-5,Yourself budget whose later total role federal deep now us exactly support boy.,5.0,50.5
S04311,English,87,100%,Think smile than six majority word worry speak small among visit.,100.0,90.9
S02560,Arabic,100,100%,,100.0,100.0
S04475,Geography,52,100%,Think everybody forward part traditional arrive under practice moment usually employee.,100.0,66.4
S02030,History,41,90,Off wait local environment wall certain.,90.0,55.7
S02266,Science,109,100%,Change lead draw heavy class society east point region.,100.0,106.3
S00291,Arabic,74,95,Before foreign shoulder tax let day year hour cold nor.,95.0,80.3
S11787,English,66,100%,Throw mouth myself drug beyond computer right.,100.0,76.19999999999999
S10908,Geography,45,80%,Cost detail cell drop shake democratic.,80.0,55.5
S09443,History,41,100%,Style bank food significant sit compare land cover major give campaign almost you.,100.0,58.7
S06041,Arabic,94,80%,Professor reveal kid all at detail.,80.0,89.8
S09258,History,85,-5,History week similar billion Republican step whose establish.,5.0,60.99999999999999
S05646,Science,107,-5,Assume total during still forward report day author car pay whole.,5.0,76.39999999999999
S10174,English,88,95,Middle husband man nearly purpose policy house skill who view.,95.0,90.1
S10489,English,85,80%,Feeling affect television television would check section new continue since push.,80.0,83.5
S08095,Science,77,-5,Statement today tree whole though study over nor.,5.0,55.4
S10176,History,105,90,Professional material air girl property cup audience set very magazine.,90.0,100.5
S02625,History,80,-5,Kind day save less old next most situation.,5.0,57.5
S07599,History,50,-5,Live size item class onto lawyer newspaper little growth.,5.0,36.5
S04083,Math,42,90,Management government door old a right month think evidence appear writer.,90.0,56.4
S04420,Math,65,95,Star often think yard organization service record wait wrong unit building consumer.,95.0,74.0
S07673,Geography,69,95,Address use media bit run example capital cup.,95.0,76.8
S01699,Geography,46,90,Study season develop audience partner man vote.,90.0,59.199999999999996
S09971,History,95,80%,Point cell mother recent factor almost feeling space remain.,80.0,90.5
S01654,English,74,95,Animal some technology other whether itself report worry.,95.0,80.3
S12142,Geography,75,80%,Minute provide discover laugh myself see investment least.,80.0,76.5
S01174,Arabic,110,100%,She job remain successful whom phone miss watch middle.,100.0,107.0
S02570,Arabic,86,95,End candidate fight consider firm building professor reach thank prevent health according ok.,95.0,88.69999999999999
S10871,History,62,80%,,80.0,67.4
S09149,Science,110,95,Live PM practice society join inside create however friend.,95.0,105.5
S10385,Science,88,100%,Beautiful these future perhaps thing such may strong cultural law interest beautiful.,100.0,91.6
S06067,Geography,103,100%,Huge threat get page imagine phone enter start authority control.,100.0,102.1
S00166,Geography,45,95,Camera see sound care treat season so small.,95.0,60.0
S08079,English,57,-5,Artist computer customer total find lose east area big entire chair language.,5.0,41.4
S03531,Math,46,95,Happen recognize everybody born why reason little think beautiful west.,95.0,60.699999999999996
S07156,Geography,44,90,,90.0,57.8
S05943,Arabic,46,80%,Animal ever effect information agree week tough rock trip school.,80.0,56.199999999999996
S08219,Science,102,95,City fire blood continue American piece yeah.,95.0,99.89999999999999
S01804,English,96,95,Any thus teacher board throughout bill certain long pick.,95.0,95.69999999999999
S08820,Science,81,-5,Store discuss newspaper value name create believe later.,5.0,58.199999999999996
S09894,Geography,53,100%,Whether tree sing hour everyone relationship series star party television.,100.0,67.1
S11708,Math,81,90,Heavy clearly your fight memory country.,90.0,83.69999999999999
S01896,Geography,48,95,Record public past alone second yard service remain.,95.0,62.099999999999994
S11474,History,109,90,Laugh tend boy weight approach or operation different fly system.,90.0,103.3
S07468,Geography,61,95,Seven reality number month southern focus similar land white plan.,95.0,71.19999999999999
S08181,Arabic,83,100%,Final room big although after remember policy floor move audience enough.,100.0,88.1
S07183,Geography,106,80%,,80.0,98.19999999999999
S11467,Arabic,82,100%,Yard toward let offer well Republican research off anyone Republican student important.,100.0,87.4
S07706,Science,103,90,Certainly not rock member whether subject hour list.,90.0,99.1
S08014,English,69,90,Simply trouble stay that blood girl past live career side.,90.0,75.3
S08834,English,106,100%,Politics soldier current investment easy show already receive kitchen maintain would society.,100.0,104.19999999999999
S00340,Geography,58,80%,First spring old court claim tell himself.,80.0,64.6
S03411,Arabic,82,90,Avoid situation without paper member fact say daughter simple commercial check build drive.,90.0,84.4
S10876,Science,58,-5,Each rate do go hair small.,5.0,42.099999999999994
S00709,Science,75,80%,,80.0,76.5
S04576,Science,94,90,,90.0,92.8
S10824,Arabic,72,-5,Dinner seek hundred after choose picture under in education company.,5.0,51.9
S07621,English,74,90,Approach door lawyer expert maybe PM risk whether relate stage evening material should.,90.0,78.8
S10317,History,80,80%,Will feeling decision pass and pull join.,80.0,80.0
S10852,English,109,100%,Space scene pick leg watch board no rate even those issue Republican.,100.0,106.3
S07300,Arabic,104,80%,Share attorney weight plant allow clear assume off.,80.0,96.8
S01325,Science,96,100%,Unit close act describe factor mention.,100.0,97.19999999999999
S06678,History,43,100%,Million item piece hear can history rich clearly edge already meet bank camera.,100.0,60.099999999999994
S02910,Math,68,-5,Movement yourself around animal newspaper begin age parent spend.,5.0,49.099999999999994
S00134,Math,53,-5,Tv put seem do away point off officer enter standard nearly book.,5.0,38.599999999999994
S00259,English,48,-5,Other customer weight country quickly along best foreign sure lose.,5.0,35.099999999999994
S09407,Science,53,90,Run former thus alone not center reflect child push certain spend bill.,90.0,64.1
S07201,Science,45,80%,Budget oil Republican serious still down decision close individual near.,80.0,55.5
S00544,Science,56,100%,Present provide no camera son allow pull middle news.,100.0,69.19999999999999
S07738,Math,46,80%,Really decide set sit perhaps them lead east world purpose.,80.0,56.199999999999996
S03802,Math,109,-5,Down affect maybe media minute hot describe site room management growth believe.,5.0,77.8
S01460,Science,46,90,Require my treat behind pressure game human west anyone through street.,90.0,59.199999999999996
S07797,Science,52,90,Population statement national couple or through buy she plan most many office.,90.0,63.4
S10972,History,109,95,Case defense camera concern floor large mouth sound choose similar purpose one.,95.0,104.8
S01220,English,88,95,Around possible girl statement may subject doctor charge get meet skin.,95.0,90.1
S08725,History,50,-5,Chance ability off newspaper where interest land take central woman look must whom.,5.0,36.5
S06814,History,61,100%,Admit rest able baby everyone direction blood capital star thank democratic thank group.,100.0,72.69999999999999
S10980,English,97,90,Either employee mind rate street plan.,90.0,94.89999999999999
S07207,History,56,80%,Past beyond song cover owner raise.,80.0,63.199999999999996
S08543,Geography,91,100%,Maintain subject other do protect their.,100.0,93.69999999999999
S02245,Science,95,95,Someone general responsibility amount time specific tend section really remember.,95.0,95.0
S00723,Math,80,95,Be material level want trade suggest by.,95.0,84.5
S11611,Science,97,-5,Fund security manage politics help sport several paper true yes.,5.0,69.39999999999999
S05306,English,49,100%,Alone ground build walk leave pass respond record American source involve boy speech.,100.0,64.3
S04186,English,83,-5,,5.0,59.599999999999994
S00047,Math,88,-5,Development he may else music win above cultural hand night hot situation main.,5.0,63.099999999999994
S04302,Math,93,90,Sense senior without section live risk.,90.0,92.1
S10040,Arabic,108,80%,North factor series market five positive wear.,80.0,99.6
S04112,English,106,95,Again coach evening security agreement kid inside Congress should total.,95.0,102.69999999999999
S11162,Science,93,90,Third customer care serious plan certain role result yet show use science.,90.0,92.1
S05954,History,76,90,Campaign behavior great area structure finally support matter industry former.,90.0,80.19999999999999
S10807,Science,66,90,Bed return number reveal value claim apply tonight society include hot.,90.0,73.19999999999999
S01961,English,58,95,Yourself up away standard record him exist school Mrs safe imagine.,95.0,69.1
S03783,Science,50,90,View tell already position board party near figure discussion news doctor its hour.,90.0,62.0
S09156,English,91,90,Continue drug factor add she against production.,90.0,90.69999999999999
S11382,Arabic,82,80%,Need capital today state Democrat level other answer language science system participant prove low.,80.0,81.4
S01359,Arabic,54,95,Individual billion learn power oil majority moment Congress.,95.0,66.3
S11885,Geography,43,100%,,100.0,60.099999999999994
S07017,Arabic,82,100%,Prevent day available argue power among central enter style.,100.0,87.4
S07877,Geography,72,90,Final glass guess shake many hour fly management former mind.,90.0,77.4
S05427,Science,97,-5,Fast sister time material board voice break green guy purpose respond sea.,5.0,69.39999999999999
S06302,History,78,-5,Trip five might power develop standard left somebody.,5.0,56.099999999999994
S10484,English,92,95,American risk put walk detail senior.,95.0,92.89999999999999
S04622,Math,110,90,Never idea investment history friend seem difference ball only investment.,90.0,104.0
S11174,Geography,81,95,Head hundred offer kid listen fly spend another surface part long tough consumer.,95.0,85.19999999999999
S02289,Arabic,103,80%,Staff than age especially less step space traditional material goal paper.,80.0,96.1
S04035,History,46,-5,,5.0,33.699999999999996
S00813,English,95,90,Black others anything character recent score hold.,90.0,93.5
S04124,Arabic,66,90,West threat treatment administration guy fire western magazine east fund marriage sense authority.,90.0,73.19999999999999
S06050,Geography,58,80%,Report result lose information mother establish up tax weight somebody which throw road.,80.0,64.6
S07359,History,54,100%,Unit avoid now alone eye off attorney all.,100.0,67.8
S11141,English,69,95,Office challenge order sort environment model market remain might fast.,95.0,76.8
S04040,Science,76,-5,Mind reason concern necessary specific study sister particularly training read someone body fall.,5.0,54.699999999999996
S06330,Arabic,59,100%,,100.0,71.3
S02510,Geography,64,80%,Condition consider summer thought top scientist performance recognize sound field movement.,80.0,68.8
S02771,English,75,95,,95.0,81.0
S06484,History,80,90,Ask soldier serve fall act now last decide well risk.,90.0,83.0
S08355,English,45,90,Good various beautiful blood explain over section power show.,90.0,58.5
S03874,English,66,90,Let experience pick off bank up start him growth speech always some.,90.0,73.19999999999999
S08276,History,62,-5,Nation travel value before build rich shake investment change nothing study past despite.,5.0,44.9
S09163,English,90,80%,,80.0,87.0
S05078,Math,82,80%,Treat question likely million detail begin writer draw institution use citizen would.,80.0,81.4
S11685,Arabic,93,100%,Blood dog when name draw key will coach.,100.0,95.1
S06888,Arabic,49,95,Top property team beat drive sell natural increase.,95.0,62.8
S04535,History,95,95,Describe work need somebody far sign stop recently continue strong or.,95.0,95.0
S11570,Arabic,102,90,Finish agent foot institution hear president argue.,90.0,98.39999999999999
S02341,Science,55,100%,Behind such station pattern call lot job physical use likely rate else partner.,100.0,68.5
S05973,History,104,-5,Them chair either force small low read wife loss how story sing deal.,5.0,74.3
S04999,Math,42,100%,Join could remember away focus than method machine national art.,100.0,59.4
S06380,Arabic,78,95,Toward after network admit board society life human fight.,95.0,83.1
S00766,History,73,80%,Even way about office production war interest top response start manage table.,80.0,75.1
S05895,Geography,58,80%,Her offer central care gun team southern yourself carry floor.,80.0,64.6
S03321,Science,109,95,Identify ability investment protect lead great character kitchen less bar.,95.0,104.8
S11444,Science,59,-5,Language certainly three oil money agent turn side most painting general.,5.0,42.8
S05216,Arabic,46,100%,Night run key manage simple leader glass example thing represent although social event.,100.0,62.199999999999996
S11385,Science,49,-5,,5.0,35.8
S07434,History,92,100%,Find act than all billion third writer yet cost hand federal with film.,100.0,94.39999999999999
S00965,Science,95,80%,Modern green onto field democratic what push quality even tax guess.,80.0,90.5
S00528,Arabic,106,100%,Agent kind whole option over around trial important big Mrs American.,100.0,104.19999999999999
S00547,Arabic,63,95,War create trouble pretty force under respond call firm.,95.0,72.6
S01819,History,44,90,,90.0,57.8
S00968,English,70,90,Certain light beyond population big stop challenge.,90.0,76.0
S10354,Geography,100,-5,His military five across smile politics officer believe week difficult middle question toward third.,5.0,71.5
S02452,Geography,89,100%,Question sit view toward argue partner herself building plan field must support think.,100.0,92.3
S02516,Science,43,100%,Probably learn pattern charge what machine account community determine rule develop.,100.0,60.099999999999994
S08766,Arabic,76,-5,,5.0,54.699999999999996
S01259,Geography,78,80%,Human thought discuss movie list possible.,80.0,78.6
S07574,Math,95,-5,Party really list general ahead crime wife end scene institution of management.,5.0,68.0
S03921,Math,46,100%,Thing near like per right leave memory half.,100.0,62.199999999999996
S11759,Math,73,100%,Letter decade hot gas nothing compare.,100.0,81.1
S05119,Math,64,90,Food measure ok station statement add just let.,90.0,71.8
S01706,English,107,80%,Food play go food full firm former player.,80.0,98.89999999999999
S05021,English,99,95,Power suggest artist audience respond various try list total save rule.,95.0,97.8
S09265,Geography,93,80%,Capital politics present may new card board history director move.,80.0,89.1
S03471,Arabic,66,80%,Guy challenge member soldier continue have.,80.0,70.19999999999999
S06708,History,45,80%,Beyond expert agreement look glass meeting simple red meet before.,80.0,55.5
S05380,Arabic,82,90,Eye nation moment perform produce I painting court indicate statement letter admit.,90.0,84.4
S02942,Science,88,90,After player nice environmental tell goal threat visit national listen recent serious act.,90.0,88.6
S00855,Math,66,-5,Learn way I drop buy design throughout beat.,5.0,47.699999999999996
S05552,Math,107,80%,Respond already through enjoy specific condition foot.,80.0,98.89999999999999
S00812,English,49,80%,Figure red history ask election rich late improve effect test box capital.,80.0,58.3
S12036,Math,109,90,,90.0,103.3
S09713,Science,67,90,Tell really over along part dog letter network food civil sing difficult else.,90.0,73.9
S01956,Arabic,75,90,Water course since task beautiful art crime.,90.0,79.5
S01343,History,68,100%,Officer or rest half happen four fight friend stuff language civil.,100.0,77.6
S11213,Math,86,95,Million bag matter before try her many first back concern debate former girl.,95.0,88.69999999999999
S02393,Science,81,95,Account kind black American experience worry professional story east.,95.0,85.19999999999999
S09967,Arabic,110,100%,Lawyer song suggest moment once technology why.,100.0,107.0
S06148,English,85,-5,Back recognize argue them indicate walk board break read answer task us.,5.0,60.99999999999999
S10559,Science,59,95,Artist job price field box charge follow amount often only.,95.0,69.8
S05474,Geography,68,95,Surface shoulder enjoy clear field would.,95.0,76.1
S10694,Science,97,90,Machine apply tonight my system mind radio throughout need.,90.0,94.89999999999999
S06511,History,72,90,Move sister really common rock leader man sense economy.,90.0,77.4
S02160,Arabic,45,80%,Across management personal stop Democrat answer all air choice set how ground star.,80.0,55.5
S10721,Arabic,60,80%,Mrs market right human something building world.,80.0,66.0
S05759,Geography,98,-5,Pass pressure break eight sell letter character firm forward possible crime part tree.,5.0,70.1
S07225,History,71,100%,Son partner relationship perhaps item green expect hold church list economy run nice.,100.0,79.69999999999999
S04241,Science,63,80%,Wall interview travel these simply exist remember.,80.0,68.1
S04217,Math,72,100%,Beat your score building sense building you shoulder choose.,100.0,80.4
S04682,Arabic,69,95,Nice expert very list bill green long bill.,95.0,76.8
S09041,Science,66,95,Good edge citizen Democrat design discussion.,95.0,74.69999999999999
S09961,Science,46,95,Sell cost put lay natural foreign college.,95.0,60.699999999999996
S04353,Arabic,41,-5,Card for understand land him their identify.,5.0,30.2
S11997,Science,51,95,Discuss feeling simple TV coach system record role spend camera artist reveal heavy my.,95.0,64.19999999999999
S03176,Science,85,90,Next control follow huge conference within itself.,90.0,86.5
S10032,History,73,90,Yourself most him chance rather back world bar guess.,90.0,78.1
S00926,History,70,80%,System skill soldier among reason speak may member show support government.,80.0,73.0
S04012,History,65,-5,Technology increase very increase data paper unit common light imagine first.,5.0,47.0
S07722,Math,68,100%,Eat wish difficult wear I low ask election.,100.0,77.6
S00758,History,66,95,,95.0,74.69999999999999
S10666,Math,82,-5,Else suddenly say training clear effect lot anything college yet out.,5.0,58.9
S03596,Science,42,95,Start be total them else address perhaps bed full.,95.0,57.9
S03322,Geography,107,100%,Case player nothing read American view small general tax around.,100.0,104.89999999999999
S00286,English,109,90,Among always sea always whether it home lot simple mention.,90.0,103.3
S01132,Science,109,-5,Rather win air real off street country goal across page before early.,5.0,77.8
S06532,Arabic,70,95,Above particular beautiful education group require area environmental sea know spring.,95.0,77.5
S09809,Math,98,90,Special trip drop score now network me film response foot amount commercial.,90.0,95.6
S07842,Math,67,80%,Act ball church resource tell among eat.,80.0,70.9
S00948,History,52,90,Growth difficult assume attorney remember type know available tend.,90.0,63.4
S00625,Arabic,49,-5,Order dog one individual operation always.,5.0,35.8
S08679,Math,88,90,Arrive whole majority me generation past light yes fund.,90.0,88.6
S09136,Geography,88,100%,Perhaps until expert above good those Republican simply former.,100.0,91.6
S03898,Science,54,-5,Moment entire popular later level seek radio fish enough simple.,5.0,39.3
S02790,Geography,44,80%,Now often after movie case find serve among nature easy imagine.,80.0,54.8
S07639,English,81,90,Eye important north visit moment everyone price itself close.,90.0,83.69999999999999
S06514,Math,84,100%,Yes what itself number including leg himself.,100.0,88.8
S12059,Arabic,84,95,Effort everybody provide organization answer line leg simply might business.,95.0,87.3
S06871,Arabic,73,80%,,80.0,75.1
S06212,Science,53,-5,According strategy trouble inside start add.,5.0,38.599999999999994
S11259,Geography,103,-5,Image floor sort same ball political realize.,5.0,73.6
S10286,Math,68,90,,90.0,74.6
S02953,Arabic,68,80%,Involve among draw turn those anyone human can change list middle.,80.0,71.6
S11449,Geography,104,95,Skin from majority project have their save anyone explain year.,95.0,101.3
S06583,History,110,80%,Safe talk animal deep wide court cost.,80.0,101.0
S05210,Geography,82,80%,Avoid girl vote decide require side brother arrive off far design task.,80.0,81.4
S05373,Arabic,50,100%,Realize in reveal account case crime pressure word follow he send time.,100.0,65.0
S02873,Arabic,105,100%,Within who off history front him goal hold wind bring arm.,100.0,103.5
S12055,History,52,95,Relationship political herself coach media purpose kind much picture product number close present.,95.0,64.9
S11821,History,59,95,,95.0,69.8
S08915,English,98,80%,Some type tough however growth attack receive main discussion center remain.,80.0,92.6
S04886,Science,97,-5,Oil speak example easy right detail example although between line serve soon.,5.0,69.39999999999999
S10642,Geography,71,80%,Scientist yes challenge product describe may air subject meet card still require.,80.0,73.69999999999999
S11314,Math,95,80%,,80.0,90.5
S06032,Science,90,-5,Crime face type produce interesting prepare part media whatever free agency.,5.0,64.5
S00659,Geography,42,-5,Child my movement laugh gas company computer fill office charge today.,5.0,30.9
S05220,Geography,40,80%,Write condition live next concern test imagine away.,80.0,52.0
S08154,English,55,-5,Friend prove then live certainly even movement final seat skin television.,5.0,40.0
S00354,Math,73,90,Final prevent vote plan their better teach mouth parent conference reason sport also.,90.0,78.1
S09206,Geography,65,95,Meeting third thank figure baby order wear bar cover person season research fly.,95.0,74.0
S02287,English,41,-5,The walk work impact truth produce.,5.0,30.2
S08509,Arabic,68,80%,Under name daughter fear stuff economic national spend where way.,80.0,71.6
S10184,Science,80,100%,Help different entire leader everybody bring available present option program.,100.0,86.0
S01860,Science,94,90,Yourself unit ahead claim class chair feel beautiful box large.,90.0,92.8
S01417,Geography,84,90,Whether out force next little set happen.,90.0,85.8
S09088,History,68,100%,Concern early number pull until buy no maintain push statement wish education state likely.,100.0,77.6
S11824,Arabic,90,80%,Describe dog only decade base add activity give knowledge read decide.,80.0,87.0
S02351,English,103,90,,90.0,99.1
S03476,English,82,-5,Nation more any group manage positive director.,5.0,58.9
S00499,Science,69,100%,Political land hot throw box imagine want anything around issue.,100.0,78.3
S01167,Geography,79,80%,Out receive of likely agreement community rate practice camera itself teacher think partner election.,80.0,79.3
S01617,Geography,47,90,Live action resource daughter ball hope see partner today into.,90.0,59.9
S07336,Geography,63,-5,Administration she section hot clear rule.,5.0,45.599999999999994
S06563,Science,63,95,Style authority music foot radio already start perhaps baby build.,95.0,72.6
S10468,Math,51,95,Resource big produce determine himself best participant high big right.,95.0,64.19999999999999
S08105,English,45,95,Out traditional prepare eat close social produce exist someone laugh spring key if.,95.0,60.0
S04045,History,110,90,We party draw structure like partner line.,90.0,104.0
S01448,Science,66,-5,Property anyone bank enter remember gas.,5.0,47.699999999999996
S06237,Science,75,95,Star difference organization forward since style possible decision life window rather car.,95.0,81.0
S07841,Math,78,95,Catch start represent old rock defense look field perform specific suddenly edge final.,95.0,83.1
S01010,Science,78,90,Executive remain moment they week around story region.,90.0,81.6
S02044,English,84,-5,Step through agree occur good most.,5.0,60.3
S07917,Science,44,100%,Her skin trouble already what quite never seven fall adult forward.,100.0,60.8
S00407,History,87,80%,Level opportunity why PM people human challenge within music free example.,80.0,84.9
S02419,Arabic,58,90,Pretty bill current what born responsibility friend success do.,90.0,67.6
S07653,Geography,48,90,Responsibility usually cell perform ground rule within region red recognize.,90.0,60.599999999999994
S07389,Geography,101,100%,Shoulder about remember remember remain occur watch study study able rule perhaps.,100.0,100.69999999999999
S06152,History,53,95,Ability field subject this argue value people them season break create image.,95.0,65.6
S07674,English,62,90,Toward recent result explain job service.,90.0,70.4
S06353,Science,54,95,Here eight effort nearly race subject least.,95.0,66.3
S08377,Math,43,90,Line himself for there exactly remain seek avoid.,90.0,57.099999999999994
S01542,Arabic,79,80%,Military social professor accept test see tell.,80.0,79.3
S03435,Arabic,89,95,Worry front likely amount in word tax evidence certainly because.,95.0,90.8
S08852,History,56,100%,Ability say manager claim grow stand.,100.0,69.19999999999999
S11901,Arabic,67,80%,Last energy safe much at here form generation me memory.,80.0,70.9
S10745,English,102,80%,Loss hair entire manage wear cause best agreement.,80.0,95.39999999999999
S03947,Science,50,95,,95.0,63.5
S06373,English,50,95,All base technology travel health may outside hour camera adult.,95.0,63.5
S04791,Science,76,95,Include paper some south significant identify professional.,95.0,81.69999999999999
S08852,English,62,100%,Store edge bar visit itself wish rest section source.,100.0,73.4
S04247,Arabic,89,-5,Smile whole authority operation near spring hope voice dog join.,5.0,63.8
S10031,Science,72,100%,Partner current class environmental think represent indeed magazine government campaign.,100.0,80.4
S01174,Math,66,80%,Risk citizen public certain manage first firm.,80.0,70.19999999999999
S07224,Geography,81,80%,Tell take when attack but purpose side agent.,80.0,80.69999999999999
S02912,Math,85,80%,Pass service consumer program drop issue.,80.0,83.5
S03211,Math,43,90,Event truth child open return physical many he avoid.,90.0,57.099999999999994
S06279,English,84,100%,Figure night something year make key whole seem kind team red across finish any.,100.0,88.8
S02338,Math,68,-5,Catch past wish style among security on dog yes.,5.0,49.099999999999994
S02733,Geography,99,95,,95.0,97.8
S03968,Science,59,95,,95.0,69.8
S00821,English,58,95,Very represent hair believe behavior world fly too anything wind.,95.0,69.1
S10802,Math,110,100%,When character use enjoy three not character quality language.,100.0,107.0
S00478,Arabic,87,95,Right information shake lose believe both sort every serious position mouth bad song.,95.0,89.4
S03567,History,76,-5,Candidate better position represent whose case put responsibility assume respond change smile gun interesting.,5.0,54.699999999999996
S11185,Science,43,95,Center assume six produce everyone place operation end sing early service different.,95.0,58.599999999999994
S07295,History,68,90,Tonight treatment summer serious writer degree else.,90.0,74.6
S08425,Math,110,95,,95.0,105.5
S00034,History,84,80%,Statement sister break year so prevent provide space expect now executive.,80.0,82.8
S04788,English,107,100%,,100.0,104.89999999999999
S09444,Arabic,69,-5,,5.0,49.8
S07926,English,62,100%,Many simple along hotel year head father goal different policy.,100.0,73.4
S01540,History,95,90,,90.0,93.5
S09824,Arabic,43,-5,Defense as sell successful hundred collection half join bill force no box.,5.0,31.599999999999998
S10728,Math,52,-5,Investment service matter modern position exactly plan right course son.,5.0,37.9
S02654,Science,108,100%,Guess amount former know play collection score through he quite popular east able.,100.0,105.6
S00340,Math,46,90,Make voice her body think investment imagine stay Republican similar sense student.,90.0,59.199999999999996
S09377,Math,47,90,Low evening purpose scene establish day professional.,90.0,59.9
S00011,Math,48,80%,Put last Republican source fast military similar.,80.0,57.599999999999994
S11332,Arabic,51,90,Open interesting father marriage start money so scientist.,90.0,62.699999999999996
S01804,English,81,-5,Mention page piece who prove four purpose.,5.0,58.199999999999996
S05276,History,52,100%,Ago we senior until turn study.,100.0,66.4
S05900,English,49,-5,Sport include whether bad guess organization see relationship ago.,5.0,35.8
S06097,Geography,46,90,Agent second laugh what southern style.,90.0,59.199999999999996
S05374,English,94,95,Material wear pretty the take organization.,95.0,94.3
S08949,Science,45,90,Knowledge public future travel game think together car attention.,90.0,58.5
S07803,English,69,-5,Data product what local stay building million against action.,5.0,49.8
S09506,Science,72,95,Sound bed scientist list hold consumer measure interesting couple find.,95.0,78.9
S09556,History,94,-5,,5.0,67.3
S02262,Science,91,-5,Dog federal meet certain thank property wife on police institution economic possible simple.,5.0,65.19999999999999
S02847,History,40,90,,90.0,55.0
S05223,Geography,70,100%,,100.0,79.0
S11409,History,71,-5,Wall federal late mission claim under around act wish man.,5.0,51.199999999999996
S12153,Math,55,95,Activity man our make every want art far join government method reflect.,95.0,67.0
S05044,Geography,94,90,Without radio myself source firm so goal ready hard usually up suffer certain.,90.0,92.8
S05812,Geography,48,95,Officer rather Congress top together enjoy test exactly accept affect professional serve important.,95.0,62.099999999999994
S05463,Science,43,-5,Director now blue without citizen identify.,5.0,31.599999999999998
S06661,Geography,84,100%,The discuss five about special more.,100.0,88.8
S03639,Arabic,49,90,Fast design pressure step bank more product present present successful I short.,90.0,61.3
S10778,History,62,90,Field where north exactly scientist each shoulder daughter fast ago pretty situation.,90.0,70.4
S01683,Arabic,105,-5,Along miss own coach issue strong apply allow size base.,5.0,75.0
S02567,Math,107,90,You generation minute product open live treat without week enough.,90.0,101.89999999999999
S08818,Geography,59,-5,Fact care movie teach water pressure thing.,5.0,42.8
S07872,Geography,41,80%,,80.0,52.7
S03512,Arabic,51,90,Plant professional foot international stand mention economic.,90.0,62.699999999999996
S02558,Arabic,62,100%,Republican move campaign its relationship modern onto camera defense stock century agree pretty.,100.0,73.4
S00531,Math,67,80%,Set move turn place serious sport admit heart past fly determine claim on.,80.0,70.9
S02991,Arabic,82,95,Listen receive star performance necessary more night finally.,95.0,85.9
S06636,History,91,95,Senior board exactly sea here participant activity option service.,95.0,92.19999999999999
S01750,Science,68,90,Sound federal worry great money audience administration cause begin technology.,90.0,74.6
S10298,Arabic,49,-5,Ability language note cell north across world.,5.0,35.8
S00786,History,83,80%,Fear manage game each wear TV perform season trial by.,80.0,82.1
S03190,Math,78,80%,Century stay feeling live event other approach bill.,80.0,78.6
S09170,Arabic,45,90,Capital approach scene difficult wind receive contain.,90.0,58.5
S10689,Science,87,90,Less model central exist change far character boy shake water draw radio.,90.0,87.9
S01760,English,83,100%,,100.0,88.1
S12119,English,56,80%,Force however cultural short direction last doctor.,80.0,63.199999999999996
S04413,Science,89,95,Reveal wonder investment history maybe service region place future eye great Mrs.,95.0,90.8
S00139,Science,74,100%,Although wife former medical teach most bill center music officer those.,100.0,81.8
S05987,Arabic,72,100%,Town picture hear degree movie with final individual bar down although.,100.0,80.4
S05583,Arabic,57,-5,Measure without audience debate subject least anything involve.,5.0,41.4
S05897,History,45,95,Property condition occur smile around behavior.,95.0,60.0
S08918,English,73,80%,Over available relate personal often sure man third bill.,80.0,75.1
S06241,Math,47,100%,Benefit personal hand front animal those floor between short question effect.,100.0,62.9
S07556,Geography,73,95,,95.0,79.6
S02427,English,66,100%,Vote good your most right same just especially today debate he practice.,100.0,76.19999999999999
S07878,Arabic,40,95,,95.0,56.5
S01665,Arabic,85,95,,95.0,88.0
S11951,English,94,90,Half place near ever event put plant.,90.0,92.8
S02591,Arabic,109,95,Action your against budget eight throw partner similar rock short they change but.,95.0,104.8
S08022,Math,88,-5,Economy guess budget PM growth everyone account lose health smile moment.,5.0,63.099999999999994
S02698,Math,88,80%,People detail eight none fight anyone discover mission improve.,80.0,85.6
S03801,Geography,50,80%,Imagine always among summer consider stand four.,80.0,59.0
S08067,Math,65,100%,Particular seven reduce forget job direction employee kitchen minute house training ahead.,100.0,75.5
S07114,Arabic,85,90,Difficult unit allow program than life box same area wish eight.,90.0,86.5
S09787,Math,110,-5,Answer blue collection seven beautiful until response meet political attack movement ground nearly.,5.0,78.5
S11617,English,106,80%,Act night unit conference current own white sing compare middle human after.,80.0,98.19999999999999
S05185,English,49,-5,,5.0,35.8
S03942,Science,54,95,Common hold theory military him work.,95.0,66.3
S02828,Science,100,-5,Reason rise wind lose art apply I nor they blood notice.,5.0,71.5
S04592,Math,69,90,Level major while state hit right security act people.,90.0,75.3
S02208,Geography,50,90,Question as idea black American power old but evidence create her.,90.0,62.0
S06339,Math,76,80%,Miss teach miss very bit concern myself information.,80.0,77.19999999999999
